,Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Vehicle_Reference_x,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type,Casualty_IMD_Decile,Vehicle_Reference_y,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,Vehicle_IMD_Decile
0,2019136111019,417000.0,433017.0,-1.743423,53.793206,13,3,2,1,01/01/2019,3,08:00,200,E08000032,3,650,6,30,6,4,3,647,0,0,4,1,1,0,0,1,1,E01010606,2,1,1,1,56,9,3,0,0,0,0,0,9,1,1,1,9,0,9,0,8,0,0,0,0,1,1,2,2,39,7,-1,-1,-1,2,1,2
1,2019136111019,417000.0,433017.0,-1.743423,53.793206,13,3,2,1,01/01/2019,3,08:00,200,E08000032,3,650,6,30,6,4,3,647,0,0,4,1,1,0,0,1,1,E01010606,2,1,1,1,56,9,3,0,0,0,0,0,9,1,1,2,9,0,18,0,8,0,7,0,0,1,1,2,1,56,9,-1,-1,-1,1,1,1
2,2019136111467,419018.0,433809.0,-1.712742,53.800255,13,3,3,2,02/01/2019,4,13:20,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010618,2,1,1,1,50,8,3,0,0,0,0,0,9,1,1,1,9,0,18,0,0,0,0,0,0,1,1,6,1,54,8,1986,2,12,2,1,2
3,2019136111467,419018.0,433809.0,-1.712742,53.800255,13,3,3,2,02/01/2019,4,13:20,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010618,2,1,1,1,50,8,3,0,0,0,0,0,9,1,1,2,9,0,18,0,0,0,0,0,0,2,1,6,1,50,8,1339,1,16,1,1,1
4,2019136111467,419018.0,433809.0,-1.712742,53.800255,13,3,3,2,02/01/2019,4,13:20,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010618,2,1,1,1,50,8,3,0,0,0,0,0,9,1,1,3,9,0,18,0,0,0,0,0,0,2,1,6,1,28,6,1329,1,8,3,1,3
5,2019136111467,419018.0,433809.0,-1.712742,53.800255,13,3,3,2,02/01/2019,4,13:20,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010618,2,2,2,2,46,8,3,0,0,1,0,0,9,1,1,1,9,0,18,0,0,0,0,0,0,1,1,6,1,54,8,1986,2,12,2,1,2
6,2019136111467,419018.0,433809.0,-1.712742,53.800255,13,3,3,2,02/01/2019,4,13:20,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010618,2,2,2,2,46,8,3,0,0,1,0,0,9,1,1,2,9,0,18,0,0,0,0,0,0,2,1,6,1,50,8,1339,1,16,1,1,1
7,2019136111467,419018.0,433809.0,-1.712742,53.800255,13,3,3,2,02/01/2019,4,13:20,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010618,2,2,2,2,46,8,3,0,0,1,0,0,9,1,1,3,9,0,18,0,0,0,0,0,0,2,1,6,1,28,6,1329,1,8,3,1,3
8,2019136121066,418157.0,430906.0,-1.725984,53.774194,13,3,2,1,02/01/2019,4,15:45,200,E08000032,3,650,3,40,5,4,6,0,0,0,1,1,1,0,0,1,1,E01010615,2,1,1,1,20,4,3,0,0,0,0,0,19,1,1,1,9,0,18,0,1,0,0,0,0,1,1,6,1,46,8,1968,2,1,8,2,8
9,2019136121066,418157.0,430906.0,-1.725984,53.774194,13,3,2,1,02/01/2019,4,15:45,200,E08000032,3,650,3,40,5,4,6,0,0,0,1,1,1,0,0,1,1,E01010615,2,1,1,1,20,4,3,0,0,0,0,0,19,1,1,2,19,0,18,0,1,0,0,0,1,2,1,1,1,20,4,1248,2,9,1,1,1
10,2019136131015,415321.0,438238.0,-1.768652,53.840183,13,3,2,2,03/01/2019,5,15:11,200,E08000032,3,6038,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,E01010571,1,1,1,2,52,8,3,0,0,0,0,0,9,1,10,1,9,0,18,0,1,0,0,0,0,1,1,6,2,52,8,1997,2,10,10,1,10
11,2019136131015,415321.0,438238.0,-1.768652,53.840183,13,3,2,2,03/01/2019,5,15:11,200,E08000032,3,6038,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,E01010571,1,1,1,2,52,8,3,0,0,0,0,0,9,1,10,2,9,0,9,0,6,0,0,0,0,3,1,6,2,27,6,2993,2,8,8,1,8
12,2019136131015,415321.0,438238.0,-1.768652,53.840183,13,3,2,2,03/01/2019,5,15:11,200,E08000032,3,6038,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,E01010571,2,2,2,2,38,7,3,0,0,1,0,0,9,1,3,1,9,0,18,0,1,0,0,0,0,1,1,6,2,52,8,1997,2,10,10,1,10
13,2019136131015,415321.0,438238.0,-1.768652,53.840183,13,3,2,2,03/01/2019,5,15:11,200,E08000032,3,6038,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,E01010571,2,2,2,2,38,7,3,0,0,1,0,0,9,1,3,2,9,0,9,0,6,0,0,0,0,3,1,6,2,27,6,2993,2,8,8,1,8
14,2019136131184,415008.0,431561.0,-1.773732,53.78018,13,3,1,1,03/01/2019,5,08:05,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010735,1,1,3,1,7,2,3,5,1,0,0,0,0,-1,-1,1,9,0,18,0,0,0,0,0,0,1,1,2,2,33,6,999,1,2,3,1,3
15,2019136141369,417694.0,433535.0,-1.732859,53.797838,13,3,1,1,04/01/2019,6,17:22,200,E08000032,4,6381,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01010607,1,1,3,1,64,9,3,5,2,0,0,0,0,1,4,1,9,0,18,0,0,0,0,0,0,4,1,6,2,28,6,1490,1,11,1,1,1
16,2019136141408,410119.0,430447.0,-1.847959,53.770284,13,3,3,1,04/01/2019,6,14:35,200,E08000032,3,644,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010752,2,1,1,1,58,9,3,0,0,0,0,0,9,1,6,1,9,0,4,0,0,0,0,0,0,1,1,6,1,45,7,-1,-1,-1,5,1,5
17,2019136141408,410119.0,430447.0,-1.847959,53.770284,13,3,3,1,04/01/2019,6,14:35,200,E08000032,3,644,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010752,2,1,1,1,58,9,3,0,0,0,0,0,9,1,6,2,9,0,4,0,0,0,0,0,0,2,1,6,1,58,9,999,1,2,6,1,6
18,2019136141408,410119.0,430447.0,-1.847959,53.770284,13,3,3,1,04/01/2019,6,14:35,200,E08000032,3,644,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010752,2,1,1,1,58,9,3,0,0,0,0,0,9,1,6,3,21,1,4,0,0,0,0,0,0,2,1,1,1,22,5,-1,-1,-1,3,1,3
19,2019136161108,409559.0,434444.0,-1.856333,53.806219,13,3,2,1,06/01/2019,1,16:11,200,E08000032,6,0,6,30,9,4,6,0,0,0,4,2,2,3,0,2,1,E01010797,2,1,1,1,58,9,3,0,0,0,0,0,9,1,2,1,9,0,4,0,1,0,0,0,0,1,1,6,1,40,7,1296,1,11,1,1,1
20,2019136161108,409559.0,434444.0,-1.856333,53.806219,13,3,2,1,06/01/2019,1,16:11,200,E08000032,6,0,6,30,9,4,6,0,0,0,4,2,2,3,0,2,1,E01010797,2,1,1,1,58,9,3,0,0,0,0,0,9,1,2,2,9,0,18,0,1,0,0,7,10,4,1,6,1,58,9,1198,1,10,2,1,2
21,2019136171266,417261.0,436291.0,-1.73928,53.822623,13,2,1,1,07/01/2019,2,17:15,200,E08000032,6,0,6,30,0,-1,-1,0,0,4,4,4,2,0,0,1,1,E01010605,1,1,3,2,40,7,2,4,3,0,0,0,0,1,2,1,9,0,18,0,0,0,0,0,0,1,1,2,2,18,4,1390,1,5,9,1,9
22,2019136171275,415270.0,428061.0,-1.769928,53.748715,13,3,2,2,07/01/2019,2,17:19,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01010868,1,1,1,1,68,10,3,0,0,0,0,0,9,1,1,1,9,0,9,0,7,0,0,0,0,1,1,6,1,68,10,1968,2,2,1,1,1
23,2019136171275,415270.0,428061.0,-1.769928,53.748715,13,3,2,2,07/01/2019,2,17:19,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01010868,1,1,1,1,68,10,3,0,0,0,0,0,9,1,1,2,2,0,18,0,8,0,0,0,0,4,1,6,1,18,4,49,1,8,2,1,2
24,2019136171275,415270.0,428061.0,-1.769928,53.748715,13,3,2,2,07/01/2019,2,17:19,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01010868,2,2,1,1,18,4,3,0,0,0,0,0,2,1,2,1,9,0,9,0,7,0,0,0,0,1,1,6,1,68,10,1968,2,2,1,1,1
25,2019136171275,415270.0,428061.0,-1.769928,53.748715,13,3,2,2,07/01/2019,2,17:19,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01010868,2,2,1,1,18,4,3,0,0,0,0,0,2,1,2,2,2,0,18,0,8,0,0,0,0,4,1,6,1,18,4,49,1,8,2,1,2
26,2019136180892,413810.0,432837.0,-1.791855,53.791681,13,2,1,1,08/01/2019,3,14:00,200,E08000032,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,E01010658,1,1,3,1,59,9,2,5,3,0,0,0,0,-1,-1,1,19,0,9,0,6,0,0,0,0,1,1,1,1,25,5,2402,2,11,6,2,6
27,2019136180985,411384.0,432802.0,-1.828681,53.791425,13,2,1,1,08/01/2019,3,14:45,200,E08000032,4,6145,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010794,1,1,3,1,12,3,2,5,1,0,0,0,0,-1,-1,1,19,0,18,0,0,0,0,0,0,1,1,6,1,55,8,2143,2,7,-1,-1,-1
28,2019136190232,413720.0,433623.0,-1.793186,53.798748,13,3,1,1,09/01/2019,4,07:58,200,E08000032,4,6145,6,30,6,2,6,0,2,5,4,1,1,0,0,1,1,E01010630,1,1,3,1,15,3,3,5,1,0,0,0,0,1,3,1,9,0,18,0,6,0,0,0,0,1,1,6,1,39,7,2993,2,11,1,1,1
29,20191361A0253,418966.0,436758.0,-1.713352,53.826762,13,3,1,1,10/01/2019,5,07:43,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01010653,1,1,1,1,18,4,3,0,0,0,0,0,2,1,5,1,2,0,18,0,0,0,0,0,0,4,1,2,1,18,4,102,1,14,5,1,5
30,20191361A1165,413873.0,434281.0,-1.790834,53.804658,13,3,3,1,10/01/2019,5,16:35,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010811,2,1,1,1,26,6,3,0,0,0,0,0,9,1,1,1,9,0,18,0,1,1,0,0,0,1,1,6,2,18,4,1968,2,9,3,1,3
31,20191361A1165,413873.0,434281.0,-1.790834,53.804658,13,3,3,1,10/01/2019,5,16:35,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010811,2,1,1,1,26,6,3,0,0,0,0,0,9,1,1,2,9,0,3,0,1,0,0,0,0,3,1,6,1,26,6,2143,2,10,1,1,1
32,20191361A1165,413873.0,434281.0,-1.790834,53.804658,13,3,3,1,10/01/2019,5,16:35,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010811,2,1,1,1,26,6,3,0,0,0,0,0,9,1,1,3,9,0,2,0,1,0,0,0,0,2,1,6,1,-1,-1,4163,1,12,-1,-1,-1
33,20191361A1322,416052.0,434791.0,-1.757722,53.80918,13,3,2,1,10/01/2019,5,12:45,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01033693,2,1,1,1,38,7,3,0,0,0,0,0,1,-1,-1,1,9,0,18,0,0,0,0,0,0,4,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1
34,20191361A1322,416052.0,434791.0,-1.757722,53.80918,13,3,2,1,10/01/2019,5,12:45,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01033693,2,1,1,1,38,7,3,0,0,0,0,0,1,-1,-1,2,1,0,2,0,0,0,0,0,0,3,1,6,1,38,7,-1,-1,-1,-1,-1,-1
35,20191361A1552,405500.0,439359.0,-1.917882,53.850452,13,3,2,1,10/01/2019,5,19:50,200,E08000032,3,629,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01010716,2,1,1,2,57,9,3,0,0,0,0,0,9,1,6,1,9,0,18,0,0,0,0,0,0,1,1,6,1,83,11,1598,1,13,8,2,8
36,20191361A1552,405500.0,439359.0,-1.917882,53.850452,13,3,2,1,10/01/2019,5,19:50,200,E08000032,3,629,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01010716,2,1,1,2,57,9,3,0,0,0,0,0,9,1,6,2,9,0,2,0,0,0,0,0,0,2,1,6,2,57,9,999,1,4,6,1,6
37,20191361B0976,414503.0,433645.0,-1.781298,53.798925,13,3,2,1,11/01/2019,6,,200,E08000032,4,6145,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010812,2,1,1,1,42,7,3,0,0,0,0,0,9,-1,-1,1,9,0,7,0,8,0,0,0,0,3,1,6,1,25,5,-1,-1,-1,3,1,3
38,20191361B0976,414503.0,433645.0,-1.781298,53.798925,13,3,2,1,11/01/2019,6,,200,E08000032,4,6145,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010812,2,1,1,1,42,7,3,0,0,0,0,0,9,-1,-1,2,9,0,18,0,8,0,0,0,0,1,1,6,1,42,7,2776,2,16,-1,-1,-1
39,20191361B1771,417666.0,435016.0,-1.7332,53.81115,13,3,2,1,11/01/2019,6,20:21,200,E08000032,6,0,1,30,2,4,6,0,0,0,4,1,1,0,0,1,1,E01010598,1,1,2,2,5,1,3,0,0,2,0,0,9,1,1,1,9,0,18,0,4,0,0,0,0,1,1,6,2,34,6,1198,1,4,1,1,1
40,20191361B1771,417666.0,435016.0,-1.7332,53.81115,13,3,2,1,11/01/2019,6,20:21,200,E08000032,6,0,1,30,2,4,6,0,0,0,4,1,1,0,0,1,1,E01010598,1,1,2,2,5,1,3,0,0,2,0,0,9,1,1,2,9,0,9,0,8,0,0,0,0,1,1,1,1,25,5,1896,2,9,1,1,1
41,20191361C1579,416536.0,432656.0,-1.750486,53.789976,13,3,1,1,12/01/2019,7,20:30,200,E08000032,6,0,3,30,0,-1,-1,0,0,5,4,1,1,0,0,1,2,E01010730,1,1,3,2,18,4,3,1,9,0,0,0,0,1,1,1,9,0,4,0,0,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
42,20191361D0147,412050.0,433235.0,-1.818555,53.795302,13,3,2,1,13/01/2019,1,01:36,200,E08000032,6,0,1,30,2,4,6,0,0,0,4,4,1,0,0,2,1,E01010794,2,1,1,1,34,6,3,0,0,0,0,0,9,1,1,1,9,0,18,0,8,0,0,0,0,1,1,6,2,-1,-1,1686,2,8,-1,-1,-1
43,20191361D0147,412050.0,433235.0,-1.818555,53.795302,13,3,2,1,13/01/2019,1,01:36,200,E08000032,6,0,1,30,2,4,6,0,0,0,4,4,1,0,0,2,1,E01010794,2,1,1,1,34,6,3,0,0,0,0,0,9,1,1,2,9,0,18,0,8,0,0,0,0,3,1,1,1,34,6,1968,2,1,1,1,1
44,20191361D1101,406510.0,441548.0,-1.902484,53.870115,13,3,2,3,13/01/2019,1,12:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,4,2,0,0,1,2,E01010700,1,1,1,2,20,4,3,0,0,0,0,0,9,1,4,1,9,0,18,0,0,0,0,0,0,2,1,6,2,20,4,998,1,1,4,1,4
45,20191361D1101,406510.0,441548.0,-1.902484,53.870115,13,3,2,3,13/01/2019,1,12:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,4,2,0,0,1,2,E01010700,1,1,1,2,20,4,3,0,0,0,0,0,9,1,4,2,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,1086,1,11,-1,-1,-1
46,20191361D1101,406510.0,441548.0,-1.902484,53.870115,13,3,2,3,13/01/2019,1,12:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,4,2,0,0,1,2,E01010700,1,2,2,2,9,2,3,0,0,2,0,0,9,1,4,1,9,0,18,0,0,0,0,0,0,2,1,6,2,20,4,998,1,1,4,1,4
47,20191361D1101,406510.0,441548.0,-1.902484,53.870115,13,3,2,3,13/01/2019,1,12:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,4,2,0,0,1,2,E01010700,1,2,2,2,9,2,3,0,0,2,0,0,9,1,4,2,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,1086,1,11,-1,-1,-1
48,20191361D1101,406510.0,441548.0,-1.902484,53.870115,13,3,2,3,13/01/2019,1,12:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,4,2,0,0,1,2,E01010700,1,3,2,2,74,10,3,0,0,1,0,0,9,1,2,1,9,0,18,0,0,0,0,0,0,2,1,6,2,20,4,998,1,1,4,1,4
49,20191361D1101,406510.0,441548.0,-1.902484,53.870115,13,3,2,3,13/01/2019,1,12:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,4,2,0,0,1,2,E01010700,1,3,2,2,74,10,3,0,0,1,0,0,9,1,2,2,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,1086,1,11,-1,-1,-1
50,20191361D1104,417678.0,432923.0,-1.733137,53.792338,13,3,2,1,12/01/2019,7,17:20,200,E08000032,3,647,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01010606,2,1,1,1,42,7,3,0,0,0,0,0,9,1,1,1,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,1398,1,8,4,1,4
51,20191361D1104,417678.0,432923.0,-1.733137,53.792338,13,3,2,1,12/01/2019,7,17:20,200,E08000032,3,647,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01010606,2,1,1,1,42,7,3,0,0,0,0,0,9,1,1,2,9,0,4,0,0,0,0,0,0,2,1,6,1,42,7,2401,2,15,1,1,1
52,20191361E1186,417899.0,434773.0,-1.729676,53.808958,13,3,2,1,14/01/2019,2,16:32,200,E08000032,6,0,6,30,6,1,3,658,2,4,4,4,2,0,0,1,1,E01010828,1,1,1,1,54,8,3,0,0,0,0,0,9,1,1,1,9,0,9,0,8,0,0,0,0,4,1,6,1,54,8,-1,-1,-1,1,1,1
53,20191361E1186,417899.0,434773.0,-1.729676,53.808958,13,3,2,1,14/01/2019,2,16:32,200,E08000032,6,0,6,30,6,1,3,658,2,4,4,4,2,0,0,1,1,E01010828,1,1,1,1,54,8,3,0,0,0,0,0,9,1,1,2,9,0,18,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
54,20191361E1616,415843.0,434698.0,-1.760901,53.80835,13,3,3,1,14/01/2019,2,19:59,200,E08000032,6,0,6,30,6,2,6,0,2,4,4,4,2,0,0,1,1,E01033693,1,1,2,2,37,7,3,0,0,1,0,0,9,1,1,1,9,0,3,0,1,0,0,0,0,2,1,6,1,37,7,1398,1,16,1,1,1
55,20191361E1616,415843.0,434698.0,-1.760901,53.80835,13,3,3,1,14/01/2019,2,19:59,200,E08000032,6,0,6,30,6,2,6,0,2,4,4,4,2,0,0,1,1,E01033693,1,1,2,2,37,7,3,0,0,1,0,0,9,1,1,2,9,0,3,0,1,0,0,0,0,2,1,6,1,53,8,1997,1,7,3,1,3
56,20191361E1616,415843.0,434698.0,-1.760901,53.80835,13,3,3,1,14/01/2019,2,19:59,200,E08000032,6,0,6,30,6,2,6,0,2,4,4,4,2,0,0,1,1,E01033693,1,1,2,2,37,7,3,0,0,1,0,0,9,1,1,3,9,0,18,0,1,0,0,0,0,1,1,2,1,26,6,5204,1,1,1,1,1
57,20191361F0282,414553.0,437130.0,-1.780375,53.830246,13,3,3,3,15/01/2019,3,07:39,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,2,0,0,1,1,E01010789,1,1,1,2,38,7,3,0,0,0,0,0,9,1,7,1,9,0,18,0,8,0,0,0,0,1,1,6,2,38,7,1368,1,2,7,1,7
58,20191361F0282,414553.0,437130.0,-1.780375,53.830246,13,3,3,3,15/01/2019,3,07:39,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,2,0,0,1,1,E01010789,1,1,1,2,38,7,3,0,0,0,0,0,9,1,7,2,9,0,18,0,6,0,0,0,0,1,1,6,1,29,6,2497,2,18,6,1,6
59,20191361F0282,414553.0,437130.0,-1.780375,53.830246,13,3,3,3,15/01/2019,3,07:39,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,2,0,0,1,1,E01010789,1,1,1,2,38,7,3,0,0,0,0,0,9,1,7,3,9,0,2,0,2,0,0,0,0,2,1,6,3,-1,-1,1364,1,14,-1,-1,-1
60,20191361F0282,414553.0,437130.0,-1.780375,53.830246,13,3,3,3,15/01/2019,3,07:39,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,2,0,0,1,1,E01010789,2,2,1,1,29,6,3,0,0,0,0,0,9,1,6,1,9,0,18,0,8,0,0,0,0,1,1,6,2,38,7,1368,1,2,7,1,7
61,20191361F0282,414553.0,437130.0,-1.780375,53.830246,13,3,3,3,15/01/2019,3,07:39,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,2,0,0,1,1,E01010789,2,2,1,1,29,6,3,0,0,0,0,0,9,1,6,2,9,0,18,0,6,0,0,0,0,1,1,6,1,29,6,2497,2,18,6,1,6
62,20191361F0282,414553.0,437130.0,-1.780375,53.830246,13,3,3,3,15/01/2019,3,07:39,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,2,0,0,1,1,E01010789,2,2,1,1,29,6,3,0,0,0,0,0,9,1,6,3,9,0,2,0,2,0,0,0,0,2,1,6,3,-1,-1,1364,1,14,-1,-1,-1
63,20191361F0282,414553.0,437130.0,-1.780375,53.830246,13,3,3,3,15/01/2019,3,07:39,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,2,0,0,1,1,E01010789,2,3,2,1,58,9,3,0,0,1,0,0,9,1,2,1,9,0,18,0,8,0,0,0,0,1,1,6,2,38,7,1368,1,2,7,1,7
64,20191361F0282,414553.0,437130.0,-1.780375,53.830246,13,3,3,3,15/01/2019,3,07:39,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,2,0,0,1,1,E01010789,2,3,2,1,58,9,3,0,0,1,0,0,9,1,2,2,9,0,18,0,6,0,0,0,0,1,1,6,1,29,6,2497,2,18,6,1,6
65,20191361F0282,414553.0,437130.0,-1.780375,53.830246,13,3,3,3,15/01/2019,3,07:39,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,2,0,0,1,1,E01010789,2,3,2,1,58,9,3,0,0,1,0,0,9,1,2,3,9,0,2,0,2,0,0,0,0,2,1,6,3,-1,-1,1364,1,14,-1,-1,-1
66,20191361F0304,406947.0,449873.0,-1.895653,53.944933,13,3,2,1,15/01/2019,3,08:07,200,E08000032,4,6160,6,30,3,4,6,0,0,0,1,1,2,0,0,2,1,E01010648,2,1,2,1,38,7,3,0,0,1,0,0,9,1,8,1,9,0,7,0,6,0,0,0,0,1,1,6,2,25,5,998,1,1,-1,-1,-1
67,20191361F0304,406947.0,449873.0,-1.895653,53.944933,13,3,2,1,15/01/2019,3,08:07,200,E08000032,4,6160,6,30,3,4,6,0,0,0,1,1,2,0,0,2,1,E01010648,2,1,2,1,38,7,3,0,0,1,0,0,9,1,8,2,9,0,13,0,1,0,0,0,0,1,1,6,1,35,6,-1,-1,-1,8,1,8
68,20191361F1075,413668.0,435877.0,-1.793877,53.819008,13,3,2,1,15/01/2019,3,15:16,200,E08000032,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010675,2,1,1,1,66,10,3,0,0,0,0,0,9,2,9,1,9,0,17,0,0,0,0,0,0,1,1,6,1,50,8,4172,1,14,1,1,1
69,20191361F1075,413668.0,435877.0,-1.793877,53.819008,13,3,2,1,15/01/2019,3,15:16,200,E08000032,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010675,2,1,1,1,66,10,3,0,0,0,0,0,9,2,9,2,9,0,16,0,0,0,0,0,0,1,1,6,1,66,10,1968,2,5,9,2,9
70,20191361F1162,406053.0,440675.0,-1.909451,53.862274,13,3,2,2,15/01/2019,3,15:52,200,E08000032,3,6035,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010710,2,1,1,1,50,8,3,0,0,0,0,0,9,1,2,1,9,0,9,0,2,0,0,0,0,1,1,6,1,22,5,1242,1,4,6,1,6
71,20191361F1162,406053.0,440675.0,-1.909451,53.862274,13,3,2,2,15/01/2019,3,15:52,200,E08000032,3,6035,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010710,2,1,1,1,50,8,3,0,0,0,0,0,9,1,2,2,9,0,18,0,1,0,0,0,0,4,1,6,1,50,8,1956,2,4,2,1,2
72,20191361F1162,406053.0,440675.0,-1.909451,53.862274,13,3,2,2,15/01/2019,3,15:52,200,E08000032,3,6035,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010710,2,2,2,2,40,7,3,0,0,1,0,0,9,1,2,1,9,0,9,0,2,0,0,0,0,1,1,6,1,22,5,1242,1,4,6,1,6
73,20191361F1162,406053.0,440675.0,-1.909451,53.862274,13,3,2,2,15/01/2019,3,15:52,200,E08000032,3,6035,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010710,2,2,2,2,40,7,3,0,0,1,0,0,9,1,2,2,9,0,18,0,1,0,0,0,0,4,1,6,1,50,8,1956,2,4,2,1,2
74,20191361F1186,417437.0,436391.0,-1.736601,53.823516,13,3,2,1,15/01/2019,3,15:50,200,E08000032,6,0,6,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01010656,2,1,1,2,28,6,3,0,0,0,0,0,9,1,3,1,9,0,18,0,4,0,0,0,0,1,1,6,2,-1,-1,1198,1,9,-1,-1,-1
75,20191361F1186,417437.0,436391.0,-1.736601,53.823516,13,3,2,1,15/01/2019,3,15:50,200,E08000032,6,0,6,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01010656,2,1,1,2,28,6,3,0,0,0,0,0,9,1,3,2,9,0,18,0,4,0,0,0,0,2,1,1,2,28,6,1968,2,7,3,1,3
