,Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Vehicle_Reference_x,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type,Casualty_IMD_Decile,Vehicle_Reference_y,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,Vehicle_IMD_Decile
587,20191364U0364,417678.0,434492.0,-1.733048,53.80644,13,3,2,1,30/04/2019,3,09:16,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010828,1,1,1,1,82,11,3,0,0,0,0,0,9,1,1,1,9,0,7,0,8,0,0,0,0,1,1,6,1,82,11,1206,1,5,1,1,1
588,20191364U0364,417678.0,434492.0,-1.733048,53.80644,13,3,2,1,30/04/2019,3,09:16,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010828,1,1,1,1,82,11,3,0,0,0,0,0,9,1,1,2,19,0,18,0,8,0,0,0,0,1,1,1,1,31,6,2198,2,3,7,1,7
589,20191364U0394,417916.0,434793.0,-1.729417,53.809138,13,3,3,1,30/04/2019,3,09:35,200,E08000032,3,658,6,30,6,2,6,0,0,0,1,1,1,0,0,1,1,E01010828,3,1,1,1,44,7,3,0,0,0,0,0,9,1,5,1,9,0,18,0,8,0,0,0,0,3,1,6,2,28,6,1968,2,10,-1,-1,-1
590,20191364U0394,417916.0,434793.0,-1.729417,53.809138,13,3,3,1,30/04/2019,3,09:35,200,E08000032,3,658,6,30,6,2,6,0,0,0,1,1,1,0,0,1,1,E01010828,3,1,1,1,44,7,3,0,0,0,0,0,9,1,5,2,19,0,18,0,8,0,0,0,0,4,1,1,1,43,7,-1,-1,-1,1,1,1
591,20191364U0394,417916.0,434793.0,-1.729417,53.809138,13,3,3,1,30/04/2019,3,09:35,200,E08000032,3,658,6,30,6,2,6,0,0,0,1,1,1,0,0,1,1,E01010828,3,1,1,1,44,7,3,0,0,0,0,0,9,1,5,3,9,0,18,0,8,0,0,0,0,3,1,6,1,44,7,1390,1,12,5,1,5
592,2019136510316,415671.0,434346.0,-1.76353,53.805192,13,3,2,1,01/05/2019,4,07:55,200,E08000032,3,650,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01033693,2,1,1,1,44,7,3,0,0,0,0,0,1,1,8,1,9,0,18,0,0,0,0,0,0,4,1,6,3,-1,-1,1198,1,8,-1,-1,-1
593,2019136510316,415671.0,434346.0,-1.76353,53.805192,13,3,2,1,01/05/2019,4,07:55,200,E08000032,3,650,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01033693,2,1,1,1,44,7,3,0,0,0,0,0,1,1,8,2,1,0,18,0,0,0,0,0,0,3,1,6,1,44,7,-1,-1,-1,8,1,8
594,2019136511117,416711.0,433555.0,-1.747782,53.79805,13,3,2,1,01/05/2019,4,15:40,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01033693,1,1,1,2,44,7,3,0,0,0,0,0,9,-1,-1,1,9,0,9,0,6,0,0,0,0,3,1,6,2,44,7,1969,2,3,-1,-1,-1
595,2019136511117,416711.0,433555.0,-1.747782,53.79805,13,3,2,1,01/05/2019,4,15:40,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01033693,1,1,1,2,44,7,3,0,0,0,0,0,9,-1,-1,2,9,0,18,0,1,0,0,0,0,1,1,6,1,27,6,2993,2,10,-1,-1,-1
596,2019136511214,414265.0,437326.0,-1.784742,53.832016,13,3,2,1,01/05/2019,4,16:20,200,E08000032,3,650,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010788,2,1,1,2,48,8,3,0,0,0,0,0,1,1,3,1,19,0,7,0,1,0,0,0,0,4,1,6,1,21,5,2198,2,5,6,1,6
597,2019136511214,414265.0,437326.0,-1.784742,53.832016,13,3,2,1,01/05/2019,4,16:20,200,E08000032,3,650,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010788,2,1,1,2,48,8,3,0,0,0,0,0,1,1,3,2,1,0,18,0,1,0,0,0,0,3,1,6,2,48,8,-1,-1,-1,3,1,3
598,2019136511434,417395.0,432189.0,-1.737474,53.785751,13,3,2,1,01/05/2019,4,16:40,200,E08000032,3,650,3,40,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010613,2,1,1,1,45,7,3,0,0,0,0,0,1,1,6,1,9,0,7,0,6,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
599,2019136511434,417395.0,432189.0,-1.737474,53.785751,13,3,2,1,01/05/2019,4,16:40,200,E08000032,3,650,3,40,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010613,2,1,1,1,45,7,3,0,0,0,0,0,1,1,6,2,1,0,18,0,1,0,0,0,0,4,1,6,1,45,7,-1,-1,-1,6,1,6
600,2019136511722,406152.0,440016.0,-1.907958,53.85635,13,3,2,5,01/05/2019,4,19:55,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01010713,1,1,1,2,18,4,3,0,0,0,0,0,9,1,9,1,9,0,18,0,6,0,0,7,11,1,1,6,2,18,4,1242,1,7,9,1,9
601,2019136511722,406152.0,440016.0,-1.907958,53.85635,13,3,2,5,01/05/2019,4,19:55,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01010713,1,1,1,2,18,4,3,0,0,0,0,0,9,1,9,2,9,0,18,0,8,0,0,0,0,1,1,6,1,41,7,1598,2,9,1,1,1
602,2019136511722,406152.0,440016.0,-1.907958,53.85635,13,3,2,5,01/05/2019,4,19:55,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01010713,1,2,2,2,17,4,3,0,0,1,0,0,9,1,4,1,9,0,18,0,6,0,0,7,11,1,1,6,2,18,4,1242,1,7,9,1,9
603,2019136511722,406152.0,440016.0,-1.907958,53.85635,13,3,2,5,01/05/2019,4,19:55,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01010713,1,2,2,2,17,4,3,0,0,1,0,0,9,1,4,2,9,0,18,0,8,0,0,0,0,1,1,6,1,41,7,1598,2,9,1,1,1
604,2019136511722,406152.0,440016.0,-1.907958,53.85635,13,3,2,5,01/05/2019,4,19:55,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01010713,1,3,2,2,16,4,3,0,0,2,0,0,9,1,9,1,9,0,18,0,6,0,0,7,11,1,1,6,2,18,4,1242,1,7,9,1,9
605,2019136511722,406152.0,440016.0,-1.907958,53.85635,13,3,2,5,01/05/2019,4,19:55,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01010713,1,3,2,2,16,4,3,0,0,2,0,0,9,1,9,2,9,0,18,0,8,0,0,0,0,1,1,6,1,41,7,1598,2,9,1,1,1
606,2019136511722,406152.0,440016.0,-1.907958,53.85635,13,3,2,5,01/05/2019,4,19:55,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01010713,2,4,1,1,41,7,3,0,0,0,0,0,9,1,1,1,9,0,18,0,6,0,0,7,11,1,1,6,2,18,4,1242,1,7,9,1,9
607,2019136511722,406152.0,440016.0,-1.907958,53.85635,13,3,2,5,01/05/2019,4,19:55,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01010713,2,4,1,1,41,7,3,0,0,0,0,0,9,1,1,2,9,0,18,0,8,0,0,0,0,1,1,6,1,41,7,1598,2,9,1,1,1
608,2019136511722,406152.0,440016.0,-1.907958,53.85635,13,3,2,5,01/05/2019,4,19:55,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01010713,2,5,2,1,28,6,3,0,0,1,0,0,9,1,2,1,9,0,18,0,6,0,0,7,11,1,1,6,2,18,4,1242,1,7,9,1,9
609,2019136511722,406152.0,440016.0,-1.907958,53.85635,13,3,2,5,01/05/2019,4,19:55,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01010713,2,5,2,1,28,6,3,0,0,1,0,0,9,1,2,2,9,0,18,0,8,0,0,0,0,1,1,6,1,41,7,1598,2,9,1,1,1
610,2019136520964,418632.0,436359.0,-1.71845,53.823188,13,3,2,1,02/05/2019,5,14:40,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010652,1,1,1,1,25,5,3,0,0,0,0,0,9,1,1,1,9,0,18,0,8,0,0,3,11,1,1,6,1,25,5,1596,1,18,1,1,1
611,2019136520964,418632.0,436359.0,-1.71845,53.823188,13,3,2,1,02/05/2019,5,14:40,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010652,1,1,1,1,25,5,3,0,0,0,0,0,9,1,1,2,9,0,9,0,8,0,0,0,0,3,1,6,2,27,6,1360,1,14,1,1,1
612,2019136521168,410121.0,430164.0,-1.847938,53.767741,13,3,1,1,02/05/2019,5,16:00,200,E08000032,3,647,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010752,1,1,3,1,12,3,3,5,2,0,0,0,0,1,3,1,9,0,14,0,0,0,0,0,0,1,1,6,1,37,7,1499,2,4,1,1,1
613,2019136521277,407526.0,442262.0,-1.887015,53.876519,13,2,1,1,02/05/2019,5,16:54,200,E08000032,4,6265,6,30,3,2,6,0,0,4,1,1,1,0,0,1,1,E01010703,1,1,3,1,25,5,2,1,1,0,0,0,0,1,6,1,9,0,18,0,1,0,0,0,0,1,1,6,1,37,7,1598,1,14,8,1,8
614,2019136531342,415398.0,430791.0,-1.767851,53.773248,13,3,1,1,03/05/2019,6,18:21,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010744,1,1,3,2,16,4,3,5,1,0,0,0,0,1,1,1,9,0,18,0,0,0,0,0,0,1,1,6,1,30,6,2720,2,11,1,1,1
615,2019136531792,415359.0,426744.0,-1.768643,53.736875,13,3,2,1,03/05/2019,6,22:00,200,E08000032,6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01010872,2,1,1,1,18,4,3,0,0,0,0,0,9,1,1,1,9,0,18,0,6,0,0,0,0,1,1,6,1,40,7,1896,2,11,5,1,5
616,2019136531792,415359.0,426744.0,-1.768643,53.736875,13,3,2,1,03/05/2019,6,22:00,200,E08000032,6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01010872,2,1,1,1,18,4,3,0,0,0,0,0,9,1,1,2,9,0,18,0,8,0,0,7,0,4,1,6,1,18,4,1199,2,5,1,1,1
617,2019136540437,418415.0,430653.0,-1.722084,53.771911,13,3,2,1,04/05/2019,7,09:11,200,E08000032,3,650,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010815,2,1,1,1,37,7,3,0,0,0,0,0,1,1,1,1,9,4,18,0,5,0,0,0,0,0,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
618,2019136540437,418415.0,430653.0,-1.722084,53.771911,13,3,2,1,04/05/2019,7,09:11,200,E08000032,3,650,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010815,2,1,1,1,37,7,3,0,0,0,0,0,1,1,1,2,1,0,18,0,8,0,0,0,0,1,1,6,1,37,7,-1,-1,-1,1,1,1
619,2019136541161,415032.0,435586.0,-1.773173,53.816355,13,3,2,1,04/05/2019,7,15:58,200,E08000032,3,650,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01010793,1,1,1,2,31,6,3,0,0,0,0,0,9,1,1,1,9,0,9,0,1,0,0,0,0,1,1,6,2,31,6,1248,2,11,1,1,1
620,2019136541161,415032.0,435586.0,-1.773173,53.816355,13,3,2,1,04/05/2019,7,15:58,200,E08000032,3,650,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01010793,1,1,1,2,31,6,3,0,0,0,0,0,9,1,1,2,8,0,18,0,1,0,0,0,0,1,1,6,1,29,6,-1,-1,-1,1,1,1
621,2019136541471,414499.0,429159.0,-1.781568,53.758605,13,3,1,1,04/05/2019,7,18:35,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010867,1,1,2,1,24,5,3,0,0,1,0,0,9,1,1,1,9,0,17,0,0,0,0,0,4,1,1,6,1,26,6,1995,2,6,1,1,1
622,2019136541548,417339.0,433417.0,-1.738255,53.79679,13,3,2,1,04/05/2019,7,19:13,200,E08000032,6,0,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01010606,2,1,1,1,37,7,3,0,0,0,0,0,8,1,3,1,9,0,18,0,4,0,0,0,0,3,1,6,2,28,6,1364,1,11,5,1,5
623,2019136541548,417339.0,433417.0,-1.738255,53.79679,13,3,2,1,04/05/2019,7,19:13,200,E08000032,6,0,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01010606,2,1,1,1,37,7,3,0,0,0,0,0,8,1,3,2,8,0,18,0,8,0,0,0,0,1,1,6,1,37,7,1968,2,10,3,1,3
624,2019136550886,417890.0,430079.0,-1.730083,53.76677,13,3,2,1,05/05/2019,1,14:20,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010817,2,1,1,1,28,6,3,0,0,0,0,0,9,1,1,1,9,0,7,0,8,0,0,0,0,2,1,6,1,48,8,1896,2,18,2,1,2
625,2019136550886,417890.0,430079.0,-1.730083,53.76677,13,3,2,1,05/05/2019,1,14:20,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010817,2,1,1,1,28,6,3,0,0,0,0,0,9,1,1,2,9,0,18,0,8,0,0,0,0,1,1,6,1,28,6,1998,2,11,1,1,1
626,2019136551348,415834.0,430715.0,-1.76124,53.772552,13,3,2,3,05/05/2019,1,18:37,200,E08000032,3,641,3,30,9,2,3,641,0,0,1,1,1,0,0,1,1,E01010743,1,1,1,2,42,7,3,0,0,0,0,0,9,1,1,1,9,0,18,0,8,0,0,0,0,1,1,1,2,42,7,-1,-1,-1,1,1,1
627,2019136551348,415834.0,430715.0,-1.76124,53.772552,13,3,2,3,05/05/2019,1,18:37,200,E08000032,3,641,3,30,9,2,3,641,0,0,1,1,1,0,0,1,1,E01010743,1,1,1,2,42,7,3,0,0,0,0,0,9,1,1,2,9,0,9,0,8,0,0,0,0,4,1,6,1,44,7,2148,2,11,2,1,2
628,2019136551348,415834.0,430715.0,-1.76124,53.772552,13,3,2,3,05/05/2019,1,18:37,200,E08000032,3,641,3,30,9,2,3,641,0,0,1,1,1,0,0,1,1,E01010743,1,2,2,1,25,5,3,0,0,1,0,0,9,1,1,1,9,0,18,0,8,0,0,0,0,1,1,1,2,42,7,-1,-1,-1,1,1,1
629,2019136551348,415834.0,430715.0,-1.76124,53.772552,13,3,2,3,05/05/2019,1,18:37,200,E08000032,3,641,3,30,9,2,3,641,0,0,1,1,1,0,0,1,1,E01010743,1,2,2,1,25,5,3,0,0,1,0,0,9,1,1,2,9,0,9,0,8,0,0,0,0,4,1,6,1,44,7,2148,2,11,2,1,2
630,2019136551348,415834.0,430715.0,-1.76124,53.772552,13,3,2,3,05/05/2019,1,18:37,200,E08000032,3,641,3,30,9,2,3,641,0,0,1,1,1,0,0,1,1,E01010743,2,3,1,1,44,7,3,0,0,0,0,0,9,1,2,1,9,0,18,0,8,0,0,0,0,1,1,1,2,42,7,-1,-1,-1,1,1,1
631,2019136551348,415834.0,430715.0,-1.76124,53.772552,13,3,2,3,05/05/2019,1,18:37,200,E08000032,3,641,3,30,9,2,3,641,0,0,1,1,1,0,0,1,1,E01010743,2,3,1,1,44,7,3,0,0,0,0,0,9,1,2,2,9,0,9,0,8,0,0,0,0,4,1,6,1,44,7,2148,2,11,2,1,2
632,2019136571677,416079.0,434909.0,-1.757306,53.81024,13,3,2,2,07/05/2019,3,19:45,200,E08000032,3,6037,6,40,3,4,6,0,0,4,1,2,2,0,0,1,1,E01010824,1,1,1,1,26,6,3,0,0,0,0,0,9,1,3,1,9,0,18,0,1,0,0,7,0,1,1,6,1,26,6,1968,2,5,3,1,3
633,2019136571677,416079.0,434909.0,-1.757306,53.81024,13,3,2,2,07/05/2019,3,19:45,200,E08000032,3,6037,6,40,3,4,6,0,0,4,1,2,2,0,0,1,1,E01010824,1,1,1,1,26,6,3,0,0,0,0,0,9,1,3,2,9,0,4,0,6,1,0,0,0,3,1,6,1,21,5,1084,1,1,3,1,3
634,2019136571677,416079.0,434909.0,-1.757306,53.81024,13,3,2,2,07/05/2019,3,19:45,200,E08000032,3,6037,6,40,3,4,6,0,0,4,1,2,2,0,0,1,1,E01010824,1,2,2,1,19,4,3,0,0,1,0,0,9,1,4,1,9,0,18,0,1,0,0,7,0,1,1,6,1,26,6,1968,2,5,3,1,3
635,2019136571677,416079.0,434909.0,-1.757306,53.81024,13,3,2,2,07/05/2019,3,19:45,200,E08000032,3,6037,6,40,3,4,6,0,0,4,1,2,2,0,0,1,1,E01010824,1,2,2,1,19,4,3,0,0,1,0,0,9,1,4,2,9,0,4,0,6,1,0,0,0,3,1,6,1,21,5,1084,1,1,3,1,3
636,2019136580282,418532.0,435653.0,-1.720011,53.816846,13,3,1,1,08/05/2019,4,08:25,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,E01010649,1,1,3,2,13,3,3,10,9,0,0,0,0,1,2,1,9,0,18,0,0,0,0,0,0,4,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1
637,2019136580904,415474.0,437440.0,-1.766367,53.833006,13,3,2,3,08/05/2019,4,15:20,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01010782,2,1,1,1,48,8,3,0,0,0,0,0,9,1,4,1,9,0,4,0,1,0,0,0,0,1,1,6,1,27,6,1968,2,6,5,1,5
638,2019136580904,415474.0,437440.0,-1.766367,53.833006,13,3,2,3,08/05/2019,4,15:20,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01010782,2,1,1,1,48,8,3,0,0,0,0,0,9,1,4,2,9,0,3,0,1,0,0,0,0,2,1,6,1,48,8,1461,2,8,4,1,4
639,2019136580904,415474.0,437440.0,-1.766367,53.833006,13,3,2,3,08/05/2019,4,15:20,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01010782,2,2,2,1,44,7,3,0,0,1,0,0,9,1,1,1,9,0,4,0,1,0,0,0,0,1,1,6,1,27,6,1968,2,6,5,1,5
640,2019136580904,415474.0,437440.0,-1.766367,53.833006,13,3,2,3,08/05/2019,4,15:20,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01010782,2,2,2,1,44,7,3,0,0,1,0,0,9,1,1,2,9,0,3,0,1,0,0,0,0,2,1,6,1,48,8,1461,2,8,4,1,4
641,2019136580904,415474.0,437440.0,-1.766367,53.833006,13,3,2,3,08/05/2019,4,15:20,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01010782,2,3,2,1,43,7,3,0,0,2,0,0,9,-1,-1,1,9,0,4,0,1,0,0,0,0,1,1,6,1,27,6,1968,2,6,5,1,5
642,2019136580904,415474.0,437440.0,-1.766367,53.833006,13,3,2,3,08/05/2019,4,15:20,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01010782,2,3,2,1,43,7,3,0,0,2,0,0,9,-1,-1,2,9,0,3,0,1,0,0,0,0,2,1,6,1,48,8,1461,2,8,4,1,4
643,2019136590833,416078.0,432677.0,-1.757437,53.790179,13,3,1,1,09/05/2019,5,13:34,200,E08000032,6,0,3,30,3,2,6,0,0,5,1,2,2,0,0,1,1,E01010834,1,1,3,2,27,6,3,1,4,0,0,0,0,1,3,1,21,0,7,0,8,0,0,0,0,1,1,1,1,60,9,4500,2,2,4,1,4
644,20191365A1304,414309.0,433263.0,-1.784261,53.795497,13,3,3,2,10/05/2019,6,17:20,200,E08000032,3,6177,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010833,2,1,1,2,22,5,3,0,0,0,0,0,9,1,4,1,8,0,18,0,0,0,0,0,0,1,1,1,1,59,9,1598,2,7,1,1,1
645,20191365A1304,414309.0,433263.0,-1.784261,53.795497,13,3,3,2,10/05/2019,6,17:20,200,E08000032,3,6177,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010833,2,1,1,2,22,5,3,0,0,0,0,0,9,1,4,2,9,0,3,0,0,0,0,0,0,2,1,6,2,22,5,1390,1,5,4,1,4
646,20191365A1304,414309.0,433263.0,-1.784261,53.795497,13,3,3,2,10/05/2019,6,17:20,200,E08000032,3,6177,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010833,2,1,1,2,22,5,3,0,0,0,0,0,9,1,4,3,9,0,3,0,0,0,0,0,0,2,1,6,2,63,9,1499,2,2,2,1,2
647,20191365A1304,414309.0,433263.0,-1.784261,53.795497,13,3,3,2,10/05/2019,6,17:20,200,E08000032,3,6177,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010833,2,2,2,2,50,8,3,0,0,1,0,0,9,1,1,1,8,0,18,0,0,0,0,0,0,1,1,1,1,59,9,1598,2,7,1,1,1
648,20191365A1304,414309.0,433263.0,-1.784261,53.795497,13,3,3,2,10/05/2019,6,17:20,200,E08000032,3,6177,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010833,2,2,2,2,50,8,3,0,0,1,0,0,9,1,1,2,9,0,3,0,0,0,0,0,0,2,1,6,2,22,5,1390,1,5,4,1,4
649,20191365A1304,414309.0,433263.0,-1.784261,53.795497,13,3,3,2,10/05/2019,6,17:20,200,E08000032,3,6177,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010833,2,2,2,2,50,8,3,0,0,1,0,0,9,1,1,3,9,0,3,0,0,0,0,0,0,2,1,6,2,63,9,1499,2,2,2,1,2
650,20191365A1527,413690.0,432053.0,-1.793711,53.784638,13,1,3,1,10/05/2019,6,19:11,200,E08000032,6,0,6,30,0,-1,-1,0,0,8,1,1,2,0,2,1,1,E01010659,1,1,1,1,21,5,1,0,0,0,0,0,4,1,1,1,4,0,13,0,0,5,11,0,0,1,1,6,1,21,5,373,1,4,1,1,1
651,20191365A1527,413690.0,432053.0,-1.793711,53.784638,13,1,3,1,10/05/2019,6,19:11,200,E08000032,6,0,6,30,0,-1,-1,0,0,8,1,1,2,0,2,1,1,E01010659,1,1,1,1,21,5,1,0,0,0,0,0,4,1,1,2,9,0,2,0,0,0,0,0,0,1,1,6,1,35,6,1248,2,6,-1,-1,-1
652,20191365A1527,413690.0,432053.0,-1.793711,53.784638,13,1,3,1,10/05/2019,6,19:11,200,E08000032,6,0,6,30,0,-1,-1,0,0,8,1,1,2,0,2,1,1,E01010659,1,1,1,1,21,5,1,0,0,0,0,0,4,1,1,3,9,0,2,0,0,0,0,0,0,1,1,6,1,33,6,1998,2,10,-1,-1,-1
653,20191365B0443,416402.0,433747.0,-1.752462,53.799786,13,3,1,1,11/05/2019,7,08:50,200,E08000032,6,0,3,30,6,2,6,0,0,4,1,1,1,0,0,1,1,E01033693,1,1,1,1,61,9,3,0,0,0,0,0,11,1,6,1,11,0,18,0,1,0,0,0,0,1,1,1,1,61,9,7300,2,13,6,1,6
654,20191365B0785,416250.0,433308.0,-1.754793,53.795845,13,3,2,1,11/05/2019,7,12:54,200,E08000032,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,E01033690,2,1,1,1,56,9,3,0,0,0,0,0,22,1,1,1,9,0,9,0,8,0,0,0,0,1,1,6,1,63,9,1598,2,2,1,1,1
655,20191365B0785,416250.0,433308.0,-1.754793,53.795845,13,3,2,1,11/05/2019,7,12:54,200,E08000032,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,E01033690,2,1,1,1,56,9,3,0,0,0,0,0,22,1,1,2,22,0,18,0,8,0,0,0,0,3,1,6,1,56,9,-1,-1,-1,1,1,1
656,20191365B1259,417791.0,435501.0,-1.731274,53.815505,13,3,2,1,11/05/2019,7,14:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010601,2,1,1,1,42,7,3,0,0,0,0,0,9,1,1,1,9,0,6,0,0,0,0,0,0,3,1,6,1,-1,-1,1968,2,11,-1,-1,-1
657,20191365B1259,417791.0,435501.0,-1.731274,53.815505,13,3,2,1,11/05/2019,7,14:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010601,2,1,1,1,42,7,3,0,0,0,0,0,9,1,1,2,9,0,13,0,0,0,0,0,0,4,1,6,1,42,7,1598,1,14,1,1,1
658,20191365D0364,414054.0,431432.0,-1.788215,53.779047,13,3,1,2,13/05/2019,2,08:41,200,E08000032,3,6177,6,30,3,4,6,0,2,4,1,1,1,0,0,1,1,E01010663,1,1,3,1,60,9,3,4,9,0,0,0,0,1,2,1,9,0,9,0,8,0,0,0,0,4,1,6,1,42,7,1999,7,12,1,1,1
659,20191365D0364,414054.0,431432.0,-1.788215,53.779047,13,3,1,2,13/05/2019,2,08:41,200,E08000032,3,6177,6,30,3,4,6,0,2,4,1,1,1,0,0,1,1,E01010663,1,2,3,2,7,2,3,4,9,0,0,0,0,1,2,1,9,0,9,0,8,0,0,0,0,4,1,6,1,42,7,1999,7,12,1,1,1
660,20191365D0675,405913.0,440777.0,-1.911578,53.863193,13,3,1,1,13/05/2019,2,12:00,200,E08000032,3,629,9,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010711,1,1,3,1,87,11,3,10,9,0,0,0,0,1,2,1,9,0,1,0,0,0,0,0,0,2,1,6,1,88,11,1000,1,-1,3,1,3
661,20191365E1135,411586.0,447811.0,-1.825054,53.926319,13,3,2,1,14/05/2019,3,16:30,200,E08000032,3,65,6,30,3,4,6,0,0,4,1,1,1,0,0,1,2,E01010695,2,1,1,1,14,3,3,0,0,0,0,0,1,1,2,1,9,0,9,0,8,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
662,20191365E1135,411586.0,447811.0,-1.825054,53.926319,13,3,2,1,14/05/2019,3,16:30,200,E08000032,3,65,6,30,3,4,6,0,0,4,1,1,1,0,0,1,2,E01010695,2,1,1,1,14,3,3,0,0,0,0,0,1,1,2,2,1,0,18,0,8,0,0,0,0,1,1,6,1,14,3,-1,-1,-1,2,1,2
