,Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
43929,2019136AL1098,405204.0,441881.0,-1.9223400000000002,53.873123,13,3,1,1,21/10/2019,2,15:05,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010729
43931,2019136AL1137,419198.0,431880.0,-1.710129,53.782911,13,3,2,1,21/10/2019,2,14:45,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010612
43933,2019136AL1945,418012.0,434572.0,-1.727972,53.807148,13,3,2,1,21/10/2019,2,20:49,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010832
43935,2019136AM0272,413587.0,433830.0,-1.7951970000000002,53.800612,13,3,2,2,22/10/2019,3,08:00,200,E08000032,6,0,1,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01010630
43937,2019136AM1251,415912.0,431066.0,-1.760039,53.775704000000005,13,2,1,1,22/10/2019,3,16:24,200,E08000032,3,641,3,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01010737
43938,2019136AM1683,412825.0,429781.0,-1.806932,53.764239,13,3,1,1,23/10/2019,4,19:29,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01033695
43940,2019136AN0293,414602.0,428908.0,-1.7800169999999997,53.756347,13,2,1,1,23/10/2019,4,08:18,200,E08000032,6,0,6,30,0,-1,-1,0,0,8,1,1,1,0,0,1,1,E01010867
43941,2019136AN0423,405245.0,437041.0,-1.9217970000000002,53.829620999999996,13,3,1,1,23/10/2019,4,09:45,200,E08000032,3,629,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010590
43942,2019136AN0848,416458.0,432939.0,-1.751655,53.792522,13,3,1,1,23/10/2019,4,13:30,200,E08000032,6,0,3,30,6,2,6,0,0,4,1,1,1,0,0,1,1,E01033690
43945,2019136AN1064,402876.0,440887.0,-1.957755,53.864206,13,3,2,2,23/10/2019,4,15:25,200,E08000032,6,0,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,E01010860
43950,2019136AO0043,415840.0,434703.0,-1.760946,53.808395,13,2,2,4,24/10/2019,5,00:34,200,E08000032,3,6177,6,30,6,1,6,0,2,4,4,1,1,0,0,1,1,E01010824
43956,2019136AO1233,418598.0,433015.0,-1.719166,53.793133,13,3,2,1,24/10/2019,5,16:36,200,E08000032,3,647,6,30,6,2,3,6177,0,0,1,1,1,0,0,1,1,E01010620
43965,2019136AP1284,416458.0,432939.0,-1.751655,53.792522,13,3,2,1,25/10/2019,6,17:15,200,E08000032,6,0,6,30,6,2,6,0,0,5,1,2,2,0,0,1,1,E01033690
43967,2019136AP1305,413693.0,438462.0,-1.793382,53.842241,13,3,2,1,25/10/2019,6,16:50,200,E08000032,6,0,6,20,3,4,6,0,0,1,4,2,2,0,0,2,1,E01010583
43968,2019136AP1315,418923.0,437343.0,-1.7139689999999999,53.832021,13,3,2,1,25/10/2019,6,16:13,200,E08000032,3,657,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010689
43971,2019136AP1539,414245.0,430240.0,-1.7853709999999998,53.768328000000004,13,2,3,1,25/10/2019,6,19:20,200,E08000032,4,6380,6,30,3,4,6,0,0,8,4,2,2,0,0,1,1,E01010846
43972,2019136AP1685,407208.0,432828.0,-1.8920689999999998,53.791731999999996,13,3,2,1,25/10/2019,6,20:30,200,E08000032,3,629,6,30,0,-1,-1,0,0,0,4,4,2,0,0,2,1,E01010595
43979,2019136AR1165,419615.0,438339.0,-1.7033919999999998,53.840947,13,3,3,1,27/10/2019,1,15:00,200,E08000032,3,658,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010683
43983,2019136AS0349,406779.0,436764.0,-1.898497,53.827114,13,3,2,1,28/10/2019,2,09:25,200,E08000032,6,0,6,30,6,4,6,0,0,1,1,1,1,0,0,2,1,E01010590
43988,2019136AS1438,413601.0,437707.0,-1.794814,53.835457999999996,13,3,2,1,28/10/2019,2,18:15,200,E08000032,3,650,3,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01010785
43989,2019136AT0204,415397.0,435924.0,-1.767613,53.819382999999995,13,3,2,1,29/10/2019,3,06:10,200,E08000032,3,650,6,40,3,2,6,0,0,5,4,1,1,0,0,1,1,E01010793
43990,2019136AT0867,414403.0,431792.0,-1.782902,53.782272999999996,13,3,2,3,28/10/2019,2,13:20,200,E08000032,3,647,6,30,6,2,6,0,0,0,1,1,1,0,0,1,1,E01010839
43992,2019136AT1088,416333.0,432775.0,-1.7535610000000001,53.791052,13,2,2,16,29/10/2019,3,15:38,200,E08000032,3,6181,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010834
43993,2019136AT1192,417289.0,436451.0,-1.738846,53.824059999999996,13,2,1,1,29/10/2019,3,16:24,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010604
43999,2019136AU0773,406827.0,441769.0,-1.897658,53.872098,13,3,3,1,30/10/2019,4,13:05,200,E08000032,3,650,6,30,1,4,3,6035,0,0,1,2,2,0,0,1,1,E01010700
44001,2019136AU0937,405484.0,440694.0,-1.918102,53.862451,13,3,2,1,30/10/2019,4,14:00,200,E08000032,4,6143,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010725
44006,2019136AV0180,414452.0,431390.0,-1.7821770000000001,53.778659,13,3,2,1,31/10/2019,5,06:00,200,E08000032,6,0,6,30,6,4,6,0,0,0,4,1,2,0,0,1,1,E01010666
44008,2019136AV0253,416869.0,430262.0,-1.7455610000000001,53.768448,13,3,2,1,31/10/2019,5,08:00,200,E08000032,3,6177,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010616
44011,2019136AV1212,415097.0,437229.0,-1.7721060000000002,53.831120999999996,13,3,1,1,31/10/2019,5,16:30,200,E08000032,4,6149,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010777
44019,2019136AV2520,417537.0,432933.0,-1.735277,53.792432999999996,13,3,2,2,31/10/2019,5,23:45,200,E08000032,3,647,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010606
44023,2019136B10843,414367.0,434439.0,-1.7833259999999997,53.806065000000004,13,3,2,3,01/11/2019,6,12:45,200,E08000032,6,0,3,30,9,4,6,0,0,0,1,2,2,0,0,1,1,E01010808
44029,2019136B11441,415204.0,436532.0,-1.770514,53.824853000000004,13,3,1,1,01/11/2019,6,17:00,200,E08000032,3,6037,6,40,8,4,6,0,0,0,7,1,1,0,0,1,2,E01010777
44033,2019136B11924,418824.0,433739.0,-1.7156919999999998,53.79963299999999,13,3,2,5,01/11/2019,6,20:26,200,E08000032,4,6381,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01010619
44037,2019136B20732,416803.0,432503.0,-1.7464419999999998,53.788592,13,3,2,1,02/11/2019,7,11:53,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01010730
44042,2019136B21411,417502.0,437130.0,-1.7355720000000001,53.830156,13,3,2,1,02/11/2019,7,18:08,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010690
44046,2019136B31450,418915.0,433256.0,-1.7143400000000002,53.795288,13,3,1,1,03/11/2019,1,17:14,200,E08000032,6,0,6,30,3,4,3,647,0,0,4,1,1,0,0,1,1,E01010620
44047,2019136B31582,414053.0,432457.0,-1.788183,53.788259,13,3,4,1,03/11/2019,1,18:17,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010658
44051,2019136B40620,417123.0,433064.0,-1.741554,53.793624,13,3,2,1,04/11/2019,2,11:15,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01010606
44053,2019136B40848,415796.0,434123.0,-1.7616439999999998,53.803183999999995,13,3,2,1,04/11/2019,2,13:00,200,E08000032,3,650,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01033693
44055,2019136B41190,406048.0,442170.0,-1.909498,53.875710999999995,13,3,3,1,04/11/2019,2,15:30,200,E08000032,3,629,6,30,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01010702
44058,2019136B41592,415321.0,440222.0,-1.7685540000000002,53.858015,13,3,2,1,04/11/2019,2,18:20,200,E08000032,4,6151,6,60,3,4,6,0,0,0,6,1,2,0,0,2,1,E01010573
44063,2019136B50393,418306.0,434443.0,-1.7235150000000001,53.805978,13,3,1,1,05/11/2019,3,09:25,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01010827
44067,2019136B50768,412126.0,437531.0,-1.817233,53.833912,13,3,2,1,05/11/2019,3,12:50,200,E08000032,3,650,1,40,1,4,4,6265,0,0,1,1,2,0,0,2,1,E01010596
44070,2019136B51239,405151.0,441079.0,-1.923159,53.865915,13,3,2,2,05/11/2019,3,16:12,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010724
44073,2019136B51384,414807.0,426822.0,-1.777007,53.73759200000001,13,3,2,1,05/11/2019,3,17:07,200,E08000032,6,0,6,30,3,4,6,0,0,4,4,1,1,0,0,1,1,E01010871
44076,2019136B51629,415291.0,428522.0,-1.7695869999999998,53.752857999999996,13,3,2,1,05/11/2019,3,18:41,200,E08000032,6,0,6,30,3,4,4,6379,0,0,4,1,2,0,0,1,1,E01010866
44080,2019136B60494,416243.0,430431.0,-1.755049,53.769987,13,3,2,1,06/11/2019,4,08:57,200,E08000032,3,6177,3,30,9,4,6,0,0,4,1,1,4,0,0,1,1,E01010747
44082,2019136B61333,416959.0,433375.0,-1.7440259999999999,53.796425,13,3,1,1,06/11/2019,4,16:00,200,E08000032,3,650,3,40,0,-1,-1,0,0,4,4,2,2,0,0,1,1,E01033692
44084,2019136B61414,406532.0,441330.0,-1.9021540000000001,53.868156000000006,13,3,1,1,06/11/2019,4,13:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,2,E01010710
44086,2019136B61527,417509.0,435542.0,-1.735555,53.81588299999999,13,3,1,1,06/11/2019,4,17:27,200,E08000032,3,6176,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01010598
44093,2019136B62059,419594.0,438456.0,-1.703704,53.842,13,3,2,1,06/11/2019,4,21:22,200,E08000032,3,658,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010683
44099,2019136B70326,413673.0,433594.0,-1.7939009999999997,53.798489000000004,13,2,1,1,07/11/2019,5,08:45,200,E08000032,4,6145,6,30,6,2,6,0,0,5,1,2,2,0,0,1,1,E01010630
44105,2019136B71037,414857.0,430861.0,-1.776057,53.77389300000001,13,3,1,1,07/11/2019,5,14:57,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01010852
44106,2019136B71070,415161.0,430115.0,-1.77148,53.767179000000006,13,3,2,2,07/11/2019,5,15:10,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01010749
44108,2019136B71283,414809.0,436204.0,-1.77653,53.821916,13,3,2,2,07/11/2019,5,16:28,200,E08000032,3,650,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01010791
44115,2019136B72079,417791.0,430642.0,-1.731552,53.771832999999994,13,3,1,1,07/11/2019,5,23:00,200,E08000032,3,6177,3,40,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010615
44116,2019136B72092,416100.0,433576.0,-1.7570560000000002,53.798258,13,2,1,1,07/11/2019,5,23:17,200,E08000032,3,650,3,30,6,2,3,6181,0,5,4,2,2,0,0,1,1,E01033690
44117,2019136B80189,419030.0,432147.0,-1.712662,53.785317000000006,13,3,2,1,07/11/2019,5,06:45,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01010610
44132,2019136B81590,409292.0,434091.0,-1.860398,53.803051,13,3,1,2,08/11/2019,6,18:43,200,E08000032,6,0,6,60,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01010797
44137,2019136B90762,415535.0,431568.0,-1.765734,53.780228,13,3,1,1,09/11/2019,7,12:38,200,E08000032,6,0,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01010733
44141,2019136B91985,409488.0,437085.0,-1.85733,53.82995699999999,13,3,1,4,09/11/2019,7,22:44,200,E08000032,6,0,6,60,0,-1,-1,0,0,0,6,1,4,0,0,2,1,E01010587
44153,2019136BB0203,420991.0,429517.0,-1.6830779999999999,53.761604000000005,13,3,2,1,11/11/2019,2,07:10,200,E08000032,3,650,1,40,1,4,3,650,0,0,1,2,2,0,0,1,1,E01010816
44155,2019136BB1015,411930.0,432164.0,-1.820418,53.785678000000004,13,3,4,2,11/11/2019,2,15:50,200,E08000032,6,0,6,30,2,4,6,0,0,0,1,4,2,0,0,1,1,E01010633
44156,2019136BB1227,414471.0,437050.0,-1.781625,53.829529,13,3,2,1,11/11/2019,2,16:57,200,E08000032,3,650,6,30,3,4,6,0,0,0,4,5,2,0,0,1,1,E01010787
44162,2019136BC0287,414277.0,433583.0,-1.784732,53.798374,13,3,2,1,12/11/2019,3,07:55,200,E08000032,3,6177,6,30,6,2,6,0,0,0,1,1,1,0,0,1,2,E01010833
44172,2019136BD0463,418835.0,436163.0,-1.7153779999999998,53.82141899999999,13,3,2,1,13/11/2019,4,10:28,200,E08000032,3,658,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01010649
44173,2019136BD0741,413835.0,442500.0,-1.7910439999999999,53.878530000000005,13,3,1,2,13/11/2019,4,12:40,200,E08000032,6,0,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01010764
44183,2019136BE0020,416342.0,432229.0,-1.753453,53.78614399999999,13,3,2,2,14/11/2019,5,00:11,200,E08000032,3,641,3,30,6,2,6,0,0,5,4,1,1,0,0,1,1,E01010730
44185,2019136BE0589,405598.0,439620.0,-1.9163880000000002,53.852796999999995,13,3,1,1,14/11/2019,5,14:15,200,E08000032,3,629,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010716
44190,2019136BE1149,412532.0,435930.0,-1.811129,53.819513,13,3,2,1,14/11/2019,5,15:58,200,E08000032,6,0,6,20,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010674
44193,2019136BE1406,416973.0,432499.0,-1.7438619999999998,53.788551,13,1,1,1,14/11/2019,5,17:50,200,E08000032,3,650,3,40,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01010730
44194,2019136BE1439,405450.0,440018.0,-1.9186310000000002,53.856376000000004,13,3,1,1,14/11/2019,5,18:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01010714
44196,2019136BE1718,418712.0,435799.0,-1.717268,53.818152000000005,13,3,2,1,14/11/2019,5,20:26,200,E08000032,3,658,3,30,9,4,6,0,0,0,4,2,2,0,0,1,1,E01010649
44197,2019136BE1755,406007.0,440980.0,-1.9101439999999998,53.865016000000004,13,3,2,1,14/11/2019,5,20:40,200,E08000032,6,0,6,20,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01010710
44200,2019136BF0791,418233.0,434220.0,-1.724636,53.803977,13,3,1,1,15/11/2019,6,13:10,200,E08000032,3,6177,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010832
44207,2019136BG0959,418832.0,431784.0,-1.715689,53.782061,13,3,1,1,16/11/2019,7,14:05,200,E08000032,6,0,6,30,9,4,6,0,0,0,1,1,2,0,0,1,1,E01010614
44210,2019136BG1306,415007.0,431544.0,-1.7737479999999999,53.780027000000004,13,2,2,2,16/11/2019,7,17:15,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01010735
44218,2019136BH1510,414827.0,426047.0,-1.776741,53.730626,13,3,2,1,17/11/2019,1,19:15,200,E08000032,3,641,6,30,6,2,3,58,0,4,4,1,2,0,0,1,1,E01010871
44228,2019136BI1902,418008.0,433581.0,-1.7280900000000001,53.798241000000004,13,2,2,1,18/11/2019,2,21:55,200,E08000032,4,6381,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010622
44238,2019136BJ1082,413558.0,431991.0,-1.7957169999999998,53.784084,13,3,2,1,19/11/2019,3,15:36,200,E08000032,6,0,6,30,3,4,6,0,0,4,1,1,2,0,0,1,1,E01010662
44240,2019136BJ1213,415280.0,431195.0,-1.769622,53.776883,13,3,2,1,20/11/2019,4,16:28,200,E08000032,6,0,6,30,3,4,6,0,0,1,4,1,1,0,0,1,1,E01010739
44246,2019136BJ1519,409654.0,435595.0,-1.854855,53.816562,13,3,3,1,19/11/2019,3,18:20,200,E08000032,4,6144,6,30,0,-1,-1,0,0,0,4,1,4,0,0,2,1,E01010587
44248,2019136BJ1669,415237.0,431175.0,-1.770275,53.776704,13,3,1,1,19/11/2019,3,14:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,2,E01010739
44249,2019136BJ1819,415441.0,431945.0,-1.7671419999999998,53.783618999999995,13,3,2,2,19/11/2019,3,20:42,200,E08000032,6,0,1,30,2,4,6,0,0,0,4,1,2,0,0,1,1,E01010834
44260,2019136BK1405,413894.0,430342.0,-1.790691,53.769254000000004,13,3,3,2,20/11/2019,4,17:40,200,E08000032,4,6380,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01010668
44267,2019136BL0145,404896.0,438136.0,-1.927083,53.839466,13,3,1,1,21/11/2019,5,05:21,200,E08000032,3,629,2,30,0,-1,-1,0,0,0,6,8,4,0,0,1,1,E01010854
44269,2019136BL0227,411047.0,440575.0,-1.833521,53.861295,13,2,1,1,21/11/2019,5,07:57,200,E08000032,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010765
44272,2019136BL0482,417231.0,435656.0,-1.739771,53.816917000000004,13,3,1,1,21/11/2019,5,08:15,200,E08000032,6,0,6,20,3,4,6,0,0,0,1,1,2,0,0,1,2,E01010597
44280,2019136BL1737,415100.0,429472.0,-1.7724369999999998,53.761402000000004,13,3,2,2,21/11/2019,5,21:10,200,E08000032,3,6036,6,30,3,4,6,0,0,8,4,1,1,0,0,1,2,E01010741
44283,2019136BM0249,418438.0,437790.0,-1.721312,53.836056000000006,13,3,2,1,22/11/2019,6,07:38,200,E08000032,3,657,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01010683
44284,2019136BM0266,413867.0,430352.0,-1.7911,53.769344999999994,13,3,2,3,22/11/2019,6,07:50,200,E08000032,4,6380,6,30,3,4,6,0,0,0,1,7,2,0,0,1,1,E01010668
44287,2019136BM0513,415381.0,439392.0,-1.7676830000000001,53.850553000000005,13,3,2,2,21/11/2019,5,21:30,200,E08000032,6,0,6,30,0,-1,-1,0,0,1,4,1,2,0,0,1,1,E01010577
44298,2019136BN1318,415490.0,430927.0,-1.7664490000000002,53.774468000000006,13,3,2,2,23/11/2019,7,17:20,200,E08000032,6,0,6,30,3,4,3,6177,0,0,4,2,2,0,0,1,1,E01010744
44299,2019136BN1431,409396.0,429572.0,-1.858955,53.762432999999994,13,3,2,1,23/11/2019,7,18:15,200,E08000032,3,647,6,30,8,4,6,0,0,0,4,7,2,0,0,1,1,E01010760
44304,2019136BN2039,415059.0,438045.0,-1.772643,53.83845600000001,13,3,1,1,23/11/2019,7,23:40,200,E08000032,3,6038,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01010571
44306,2019136BO0281,412707.0,436590.0,-1.808444,53.825441000000005,13,2,1,3,24/11/2019,1,03:23,200,E08000032,4,6269,6,30,0,-1,-1,0,0,0,4,1,2,0,0,2,1,E01010790
44313,2019136BP0962,411282.0,438512.0,-1.830022,53.842748,13,2,1,1,25/11/2019,2,14:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01010585
44318,2019136BP1357,414153.0,429459.0,-1.786802,53.761311,13,2,1,1,25/11/2019,2,16:55,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01010849
44323,2019136BQ0334,414352.0,433084.0,-1.783616,53.793887,13,3,2,1,26/11/2019,3,07:30,200,E08000032,3,6177,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01010833
44325,2019136BQ0398,414419.0,438518.0,-1.782346,53.842725,13,3,1,1,26/11/2019,3,08:15,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010569
44326,2019136BQ0584,415079.0,432164.0,-1.772625,53.785598,13,3,1,1,26/11/2019,3,11:18,200,E08000032,3,647,6,30,3,4,3,647,0,4,1,2,2,0,0,1,1,E01010836
44330,2019136BQ1295,416147.0,433085.0,-1.756368,53.79384399999999,13,3,2,2,26/11/2019,3,17:15,200,E08000032,6,0,6,30,6,2,6,0,0,4,1,2,2,0,0,1,1,E01033690
44333,2019136BQ1585,415457.0,431395.0,-1.7669259999999998,53.778675,13,3,1,1,26/11/2019,3,18:50,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,2,2,0,2,1,1,E01010738
44336,2019136BR0277,417658.0,438542.0,-1.733121,53.842842000000005,13,3,1,1,27/11/2019,4,07:45,200,E08000032,3,657,6,30,0,-1,-1,0,2,4,1,1,1,0,0,1,2,E01010684
44339,2019136BR0978,415984.0,431723.0,-1.7589119999999998,53.781606999999994,13,2,1,1,27/11/2019,4,14:52,200,E08000032,3,641,3,30,9,4,6,0,0,4,1,2,2,0,0,1,1,E01010733
44340,2019136BR1068,419212.0,430831.0,-1.7099810000000002,53.773481999999994,13,3,2,1,27/11/2019,4,15:30,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01010820
44351,2019136BS1185,415785.0,430654.0,-1.761987,53.77200500000001,13,3,2,1,28/11/2019,5,16:30,200,E08000032,3,641,3,30,6,2,3,6177,0,0,4,1,1,0,0,1,1,E01010745
44355,2019136BS1473,417829.0,434697.0,-1.730743,53.808278,13,3,2,1,28/11/2019,5,18:49,200,E08000032,6,0,6,30,6,2,6,0,0,4,4,1,1,0,0,1,1,E01010828
44362,2019136BT0289,420905.0,431006.0,-1.684282,53.77499,13,3,1,1,29/11/2019,6,07:44,200,E08000032,6,0,6,40,0,-1,-1,0,0,0,1,1,4,0,0,1,1,E01010816
44363,2019136BT0303,415834.0,439319.0,-1.7608009999999998,53.849883,13,2,2,1,29/11/2019,6,07:57,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010574
44364,2019136BT0414,417177.0,432398.0,-1.7407709999999998,53.787636,13,3,2,1,29/11/2019,6,09:20,200,E08000032,3,650,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010613
44370,2019136BT1345,415531.0,431548.0,-1.765796,53.780048,13,3,2,1,29/11/2019,6,17:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010738
44372,2019136BT1448,413328.0,431016.0,-1.799249,53.775327000000004,13,3,4,1,28/11/2019,5,16:30,200,E08000032,3,647,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01010762
44382,2019136BU1141,416458.0,432939.0,-1.751655,53.792522,13,3,1,1,30/11/2019,7,15:57,200,E08000032,3,6181,3,30,6,2,6,0,0,4,1,1,2,0,0,1,1,E01033690
44386,2019136BU1724,418067.0,435079.0,-1.727107,53.811703,13,3,2,1,30/11/2019,7,21:00,200,E08000032,3,658,6,30,3,4,6,0,0,0,4,1,4,0,0,1,1,E01010825
44387,2019136C10256,417996.0,430443.0,-1.7284529999999998,53.770038,13,3,2,2,01/12/2019,1,03:22,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01010815
44391,2019136C10665,404898.0,448246.0,-1.926895,53.930333,13,2,2,1,01/12/2019,1,11:15,200,E08000032,3,6034,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010638
44398,2019136C20619,406047.0,441857.0,-1.909519,53.872898,13,3,1,1,02/12/2019,2,12:00,200,E08000032,3,629,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,E01010728
44400,2019136C21434,416159.0,438150.0,-1.7559220000000002,53.839367,13,3,1,1,02/12/2019,2,18:30,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010779
44401,2019136C21726,416570.0,433898.0,-1.7499040000000001,53.801138,13,3,2,1,02/12/2019,2,21:00,200,E08000032,3,6181,6,30,6,2,3,650,0,0,1,1,1,0,0,1,1,E01010830
44406,2019136C30854,416319.0,433041.0,-1.7537599999999998,53.793443,13,2,1,1,03/12/2019,3,13:59,200,E08000032,6,0,6,20,3,4,6,0,0,5,1,1,1,0,0,1,1,E01033690
44421,2019136C40905,417269.0,432873.0,-1.739348,53.791903000000005,13,3,2,1,04/12/2019,4,14:20,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,2,0,0,1,1,E01010608
44425,2019136C41582,406226.0,442154.0,-1.906791,53.875565,13,3,2,2,04/12/2019,4,19:06,200,E08000032,3,629,1,30,1,4,3,650,0,0,4,2,2,4,0,1,1,E01010702
44435,2019136C51259,416539.0,433940.0,-1.750372,53.80151600000001,13,3,2,2,05/12/2019,5,17:00,200,E08000032,3,6037,3,30,7,2,3,650,0,0,4,2,2,0,0,1,1,E01033693
44436,2019136C51713,416293.0,432770.0,-1.754168,53.791008,13,3,2,1,05/12/2019,5,20:15,200,E08000032,3,6181,1,30,1,2,3,6181,0,0,4,2,2,0,0,1,1,E01010834
44451,2019136C61837,411362.0,436234.0,-1.828889,53.822272,13,3,2,4,06/12/2019,6,21:09,200,E08000032,6,0,6,60,6,4,6,0,0,0,4,1,1,0,0,2,1,E01010587
44454,2019136C70047,416174.0,433225.0,-1.7559509999999998,53.795101,13,2,1,1,07/12/2019,7,00:16,200,E08000032,6,0,3,30,0,-1,-1,0,0,4,4,1,1,0,0,1,1,E01033690
44460,2019136C72096,414890.0,432236.0,-1.7754900000000002,53.78625,13,2,5,4,07/12/2019,7,23:11,200,E08000032,3,6177,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01010838
44463,2019136C81104,406303.0,442037.0,-1.9056220000000001,53.874513,13,3,1,1,08/12/2019,1,14:15,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010702
44464,2019136C81212,417733.0,433640.0,-1.732261,53.798781000000005,13,3,2,1,08/12/2019,1,16:10,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01010607
44465,2019136C81398,418946.0,434376.0,-1.713801,53.805353000000004,13,3,1,1,08/12/2019,1,18:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,5,2,0,0,1,2,E01010625
44466,2019136C81724,409558.0,434441.0,-1.8563479999999999,53.806192,13,3,1,2,08/12/2019,1,21:00,200,E08000032,6,0,6,30,3,4,6,0,0,0,6,5,2,0,0,2,1,E01010797
44470,2019136C90765,419107.0,432648.0,-1.7114619999999998,53.789817000000006,13,3,2,1,09/12/2019,2,13:14,200,E08000032,6,0,6,30,3,2,6,0,0,5,1,1,2,0,0,1,2,E01010610
